publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	full_coverage	collection	discipline	catalog_identifier_oclc	catalog_identifier_lccn
African Languages and Cultures. Supplement	1477-9366		1992-01-01		1	1996-01-01		3	http://www.jstor.org/journal/afrilangcultsupp		afrilangcultsupp		fulltext	Publication of this title ceased in 1996.	Taylor & Francis, Ltd.	serial								P	1992-01-01 - 1996-01-01	Arts & Sciences III Collection ; Language & Literature Collection ; Corporate & For-Profit Access Initiative Collection	African Studies ; Area Studies ; Humanities ; Language & Literature	50709457	2002-227116
African Music	0065-4019		1954-01-01	1	1	2010-01-01	8	4	http://www.jstor.org/journal/afrimusi		afrimusi	P6Y	fulltext		International Library of African Music	serial							afrmussocnew	P	1954-01-01 - 2010-01-01	Music Collection ; Arts & Sciences VIII Collection	African Studies ; Area Studies ; Arts ; Music	616280295	2010234996
The African Music Society Newsletter	2078-807X		1952-06-01	1	5	1953-09-01	1	6	http://www.jstor.org/journal/afrmussocnew		afrmussocnew		fulltext		International Library of African Music	serial						afrimusi	newafrmussoc	P	1952-06-01 - 1953-09-01	Music Collection ; Arts & Sciences VIII Collection	African Studies ; Area Studies ; Arts ; Music	631346394	2010234997
African Review of Money Finance and Banking	1124-3163		1987-01-01		1	2010-01-01			http://www.jstor.org/journal/afrirevmonfinban		afrirevmonfinban	P4Y	fulltext		Research Center on International Cooperation of the University of Bergamo	serial								P	1987-01-01 - 2010-01-01	Business & Economics Collection ; Arts & Sciences IX Collection ; Business III Collection	Business ; Business & Economics ; Development Studies ; Economics ; Finance	609713071	2012-235400
African Sociological Review / Revue Africaine de Sociologie	1027-4332		1997-01-01	1	1	2013-01-01	17	1	http://www.jstor.org/journal/afrisocirevi		afrisocirevi	P1Y	fulltext		CODESRIA	serial								P	1997-01-01 - 2013-01-01	Arts & Sciences XIV Collection	African Studies ; Area Studies ; Social Sciences ; Sociology	85856024	2009252818
African Studies Bulletin	0568-1537		1958-04-01	1	1	1969-12-01	12	3	http://www.jstor.org/journal/afristudbull		afristudbull		fulltext	Coverage presently ends: 2012. JSTOR will resume a moving wall of 5 years in 2018.	Cambridge University Press	serial						asareviewbooks		P	1958-04-01 - 1969-12-01	Arts & Sciences II Collection ; Corporate & For-Profit Access Initiative Collection	African Studies ; Area Studies	51205608	2002-227371
African Studies Review	0002-0206	1555-2462	1970-04-01	13	1	2012-04-01	55	1	http://www.jstor.org/journal/afristudrevi		afristudrevi		fulltext	Coverage presently ends: 2012. JSTOR will resume a moving wall of 5 years in 2018.	Cambridge University Press	serial							asareviewbooks	P	1970-04-01 - 2012-04-01	Arts & Sciences II Collection ; Corporate & For-Profit Access Initiative Collection	African Studies ; Area Studies	51205622	2002-227372
Afro-Hispanic Review	0278-8969		1982-01-01	1	1	2012-10-01	31	2	http://www.jstor.org/journal/afrohisprevi		afrohisprevi	P4Y	fulltext		William Luis	serial								P	1982-01-01 - 2012-10-01	Iberoamérica Collection ; Arts & Sciences IX Collection	African Studies ; Area Studies ; Latin American Studies	50239420	2010-236527
Afterall: A Journal of Art, Context and Enquiry	1465-4253	2156-4914	1998-01-01		0	2012-09-01		31	http://www.jstor.org/journal/afterall		afterall	P4Y	fulltext		The University of Chicago Press	serial								P	1998-01-01 - 2012-09-01	Corporate & For-Profit Access Initiative Collection ; Arts & Sciences XI Collection	Art & Art History ; Arts	607578676	2010-202396
Agenda: A Journal of Policy Analysis and Reform	1322-1833	1447-4735	1994-01-01	1	1	2015-01-01	22	1	http://www.jstor.org/journal/agenpolianalyref		agenpolianalyref	P1Y	fulltext		ANU Press	serial								P	1994-01-01 - 2015-01-01	Business IV Collection ; Business & Economics Collection	Business & Economics ; Economics ; Public Policy & Administration ; Social Sciences	60622226	
Agenda: Empowering Women for Gender Equity	1013-0950		1987-01-01		1	2008-01-01		78	http://www.jstor.org/journal/agenda		agenda	P8Y	fulltext		Taylor & Francis, Ltd.	serial								P	1987-01-01 - 2008-01-01	Arts & Sciences VII Collection	African Studies ; Area Studies ; Feminist & Women's Studies ; Health Policy ; Humanities ; Medicine & Allied Health	175290654	2007-265253
Agni	1046-218X		1988-01-01		26	2013-01-01		78	http://www.jstor.org/journal/agni		agni	P3Y	fulltext		Agni	serial								P	1988-01-01 - 2013-01-01	Arts & Sciences XI Collection	Humanities ; Language & Literature	54450390	2013-202539
The Agni Review	0191-3352		1972-01-01		1	1987-01-01		24/25	http://www.jstor.org/journal/agnireview		agnireview	P3Y	fulltext		Agni	serial								P	1972-01-01 - 1987-01-01	Arts & Sciences XI Collection	Humanities ; Language & Literature	741992734	2013-234424
Agricultural History	0002-1482	1533-8290	1927-01-01	1	1	2012-10-01	86	4	http://www.jstor.org/journal/agrihist		agrihist	P4Y	fulltext		Agricultural History Society	serial								P	1927-01-01 - 2012-10-01	Arts & Sciences VII Collection ; History Discipline Package	History ; History	45905785	2001-214619
The Agricultural History Review	0002-1490		1953-01-01	1	1	2010-01-01	58	2	http://www.jstor.org/journal/agrihistrev		agrihistrev	P6Y	fulltext		British Agricultural History Society	serial								P	1953-01-01 - 2010-01-01	Arts & Sciences VIII Collection	History ; History	60616943	2010-235178
Ägypten und Levante / Egypt and the Levant	1015-5104	1813-5145	1990-01-01	1		2014-01-01	24		http://www.jstor.org/journal/agypundlevante		agypundlevante	P2Y	fulltext		Austrian Academy of Sciences Press	serial								P	1990-01-01 - 2014-01-01	Arts & Sciences XIV Collection	Archaeology ; Social Sciences	464775209	
AIBS Bulletin	0096-7645		1951-01-01	1	1	1963-12-01	13	6	http://www.jstor.org/journal/aibsbulletin		aibsbulletin		fulltext		Oxford University Press	serial						bioscience		P	1951-01-01 - 1963-12-01	Biological Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection	Biological Sciences ; Science & Mathematics	60339763	2005-236975
A.I.H.P. Notes	2161-5403		1955-04-01	1	1	1957-01-01	3	3	http://www.jstor.org/journal/aihpnotes		aihpnotes		fulltext		American Institute of the History of Pharmacy	serial						pharmhist		P	1955-04-01 - 1957-01-01	Arts & Sciences X Collection	History ; History of Science & Technology	756224856	2011-234698
AJAS	0725-0770		1980-07-01	1	1	1982-07-01	1	3	http://www.jstor.org/journal/ajas		ajas		fulltext		Australia New Zealand American Studies Association	serial						austjamerstud		P	1980-07-01 - 1982-07-01	Arts & Sciences IX Collection	American Studies ; Area Studies ; History ; History	607530099	2012-235161
AJS Review	0364-0094	1475-4541	1976-01-01	1		2010-11-01	34	2	http://www.jstor.org/journal/ajsreview		ajsreview	P6Y	fulltext		Cambridge University Press	serial								P	1976-01-01 - 2010-11-01	Arts & Sciences III Collection ; Religion & Theology Collection ; Jewish Studies	Area Studies ; History ; History ; Humanities ; Jewish Studies ; Language & Literature ; Religion	51479789	2005-237228
ALA Bulletin	0364-4006		1939-01-01	33	1	1969-12-01	63	11	http://www.jstor.org/journal/alabulletin		alabulletin		fulltext		American Library Association	serial						amerlibr	bullamerlibrasso	P	1939-01-01 - 1969-12-01	Arts & Sciences VI Collection	Library Science ; Social Sciences	559980343	2011-235750
Al-'Arabiyya	0889-8731	2375-4036	1975-04-01	8	1/2	2013-01-01	46		http://www.jstor.org/journal/arabiyya		arabiyya	P3Y	fulltext		Georgetown University Press	serial							nashra	P	1975-04-01 - 2013-01-01	Arts & Sciences XIV Collection	Area Studies ; Education ; Humanities ; Language & Literature ; Middle East Studies ; Social Sciences	565308566	2014203767
Albion: A Quarterly Journal Concerned with British Studies	0095-1390		1969-01-01	1	1	2004-12-01	36	4	http://www.jstor.org/journal/albiquarjconcbri		albiquarjconcbri		fulltext		The North American Conference on British Studies	serial							jbritishstudies	P	1969-01-01 - 2004-12-01	Arts & Sciences II Collection	Area Studies ; British Studies ; History ; History	60619253	2007-265279
The Aldine	2151-4186	2329-3241	1871-01-01	4	1	1879-01-01	9	12	http://www.jstor.org/journal/aldine		aldine		fulltext	Publication of this title ceased in 1879.		serial							aldinepress	P	1871-01-01 - 1879-01-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	56578904	2008-266722
The Aldine Press	2154-8617	2329-325X	1868-10-01	1	2	1870-12-01	3	12	http://www.jstor.org/journal/aldinepress		aldinepress		fulltext	Publication of this title ceased in 1879.		serial						aldine		P	1868-10-01 - 1870-12-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	56578487	2008266721
Alei Sefer: Studies in Bibliography and in the History of the Printed and the Digital Hebrew Book / עלי ספר: מחקרים בביבליוגרפיה ובתולדות הספר העברי המודפס והדיגיטלי	0334-4754		1975-06-01		א	2015-01-01		24-25	http://www.jstor.org/journal/aleisefer		aleisefer	P1Y	fulltext		Bar Ilan University Press	serial								P	1975-06-01 - 2015-01-01	Hebrew Journals Collection ; Jewish Studies	Area Studies ; Jewish Studies	604593014	
Aleph	1565-1525	1553-3956	2001-01-01		1	2012-01-01	12	2	http://www.jstor.org/journal/aleph		aleph	P4Y	fulltext		Indiana University Press	serial								P	2001-01-01 - 2012-01-01	Area Studies Discipline Package ; Indiana University Press Package ; Jewish Studies ; Religion & Theology Collection ; Corporate & For-Profit Access Initiative Collection ; Arts & Sciences IX Collection	Area Studies ; History ; History of Science & Technology ; Humanities ; Jewish Studies ; Religion	56882031	2004216038
Alif: Journal of Comparative Poetics	1110-8673		1981-04-01		1	2014-01-01		34	http://www.jstor.org/journal/alifjcomppoet		alifjcomppoet	P2Y	fulltext		Department of English and Comparative Literature, American University in Cairo and American University in Cairo Press	serial								P	1981-04-01 - 2014-01-01	Arts & Sciences III Collection ; Language & Literature Collection ; Corporate & For-Profit Access Initiative Collection	Area Studies ; Humanities ; Language & Literature ; Middle East Studies	50709466	2002-227117
All Ireland Review	2009-2415		1900-01-06	1	1	1902-12-27	3	43	http://www.jstor.org/journal/allirelandrev		allirelandrev		fulltext	Publication of this title ceased in 1907.		serial								P	1900-01-06 - 1902-12-27	Ireland Collection	Area Studies ; Irish Studies	477407752	2009-235784
Allertonia	0735-8032		1975-03-01	1	1	2012-12-01	12		http://www.jstor.org/journal/allertonia		allertonia	P4Y	fulltext		National Tropical Botanical Garden	serial								P	1975-03-01 - 2012-12-01	Ecology & Botany II Collection	Botany & Plant Sciences ; Science & Mathematics	837684513	
Alternatives: Global, Local, Political	0304-3754		1990-01-01	15	1	2012-11-01	37	4	http://www.jstor.org/journal/alternatives		alternatives	P4Y	fulltext		Sage Publications, Inc.	serial								P	1990-01-01 - 2012-11-01	Arts & Sciences VI Collection	Political Science ; Social Sciences	60637285	2007-263182
Ambio	0044-7447	1654-7209	1972-02-01	1	1	2012-12-01	41	8	http://www.jstor.org/journal/ambio		ambio	P4Y	fulltext		Springer	serial							ambispecrepo	P	1972-02-01 - 2012-12-01	Biological Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection ; Ecology & Botany II Collection	Aquatic Sciences ; Biological Sciences ; Ecology & Evolutionary Biology ; Science & Mathematics	46381482	2005-238623
Ambio Special Report	0301-0325		1972-01-01		1	1979-01-01		6	http://www.jstor.org/journal/ambispecrepo		ambispecrepo		fulltext	Publication of this title ceased in 1979.	Springer	serial						ambio		P	1972-01-01 - 1979-01-01	Biological Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection ; Ecology & Botany II Collection	Aquatic Sciences ; Biological Sciences ; Ecology & Evolutionary Biology ; Science & Mathematics	320637473	2009-235242
American Academy Notes	2152-8551		1881-01-01		1	1881-01-01		1	http://www.jstor.org/journal/ameracadnote		ameracadnote		fulltext	Publication of this title ceased in 1889.		serial						ilarnoupanexnaad		P	1881-01-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	631401049	2010234995
American Advocate of Peace (1834-1836)	2159-5062		1834-06-01	1	1	1836-12-01	2	11	http://www.jstor.org/journal/advopeace1834		advopeace1834		fulltext		World Affairs Institute	serial						advopeace1837		P	1834-06-01 - 1836-12-01	Arts & Sciences VI Collection ; Corporate & For-Profit Access Initiative Collection	International Relations ; Social Sciences	567905392	2011235755
American Advocate of Peace (1892-1893)	2159-5089		1892-06-01	54	3	1893-12-01	55	12	http://www.jstor.org/journal/amadvopeace		amadvopeace		fulltext		World Affairs Institute	serial						advopeac1894	amadvopeacarbi	P	1892-06-01 - 1893-12-01	Arts & Sciences VI Collection ; Corporate & For-Profit Access Initiative Collection	International Relations ; Political Science ; Social Sciences	311865261	2009262105
The American Advocate of Peace and Arbitration	2159-5070		1889-02-01	51	1	1892-03-01	54	2	http://www.jstor.org/journal/amadvopeacarbi		amadvopeacarbi		fulltext		World Affairs Institute	serial						amadvopeace	advopeace1847	P	1889-02-01 - 1892-03-01	Arts & Sciences VI Collection ; Corporate & For-Profit Access Initiative Collection	International Relations ; Political Science ; Social Sciences	732949391	2011235754
American Anthropologist	0002-7294	1548-1433	1888-01-01	1	1	2008-12-01	110	4	http://www.jstor.org/journal/ameranth		ameranth	P8Y	fulltext		Wiley	serial							trananthsociwash	P	1888-01-01 - 2008-12-01	Arts & Sciences II Collection	Anthropology ; Social Sciences	51205515	2002-227363
American Antiquity	0002-7316		1935-07-01	1	1	2013-10-01	78	4	http://www.jstor.org/journal/ameranti		ameranti		fulltext		Society for American Archaeology	serial						latiameranti		P	1935-07-01 - 2013-10-01	Arts & Sciences II Collection	Anthropology ; Archaeology ; Social Sciences	49976423	2002-227011
The American Archivist	0360-9081		1938-01-01	1	1	2012-10-01	75	2	http://www.jstor.org/journal/amerarchivist		amerarchivist	P4Y	fulltext		Society of American Archivists	serial								P	1938-01-01 - 2012-10-01	Arts & Sciences VI Collection	Library Science ; Social Sciences	60620558	2010-234846
American Art	1073-9300	1549-6503	1991-01-01	5	1/2	2012-09-01	26	3	http://www.jstor.org/journal/americanart		americanart	P4Y	fulltext		The University of Chicago Press	serial							smitstudamerart	P	1991-01-01 - 2012-09-01	Arts & Sciences III Collection ; Corporate & For-Profit Access Initiative Collection	American Studies ; Area Studies ; Art & Art History ; Arts ; History ; History	44669024	2004-235672
American Art Illustrated	2151-772X		1886-10-01	1	1	1886-11-01	1	2	http://www.jstor.org/journal/amerartillu		amerartillu		fulltext	Publication of this title ceased in 1887.		serial								P	1886-10-01 - 1886-11-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	503358707	2010-234720
The American Art Journal	0002-7359		1969-04-01	1	1	2003-01-01	34/35		http://www.jstor.org/journal/americanartj		americanartj		fulltext	Publication of this title ceased in 2004.	Kennedy Galleries, Inc.	serial								P	1969-04-01 - 2003-01-01	Arts & Sciences III Collection ; Corporate & For-Profit Access Initiative Collection	American Studies ; Area Studies ; Art & Art History ; Arts	62483165	2005-237366
